# DISTANCE:             AVE_GOFR:                ERROR:
         0                   0
0.00230664                   0
0.00461329                   0
0.00691993                   0
0.00922657                   0
 0.0115332                   0
 0.0138399                   0
 0.0161465                   0
 0.0184531                   0
 0.0207598                   0
 0.0230664                   0
 0.0253731                   0
 0.0276797                   0
 0.0299864                   0
  0.032293                   0
 0.0345996                   0
 0.0369063                   0
 0.0392129                   0
 0.0415196                   0
 0.0438262                   0
 0.0461329                   0
 0.0484395                   0
 0.0507461                   0
 0.0530528                   0
 0.0553594                   0
 0.0576661                   0
 0.0599727                   0
 0.0622794                   0
  0.064586                   0
 0.0668926                   0
 0.0691993                   0
 0.0715059                   0
 0.0738126                   0
 0.0761192                   0
 0.0784259                   0
 0.0807325                   0
 0.0830391                   0
 0.0853458                   0
 0.0876524                   0
 0.0899591                   0
 0.0922657                   0
 0.0945724                   0
  0.096879                   0
 0.0991856                   0
  0.101492                   0
  0.103799                   0
  0.106106                   0
  0.108412                   0
  0.110719                   0
  0.113026                   0
  0.115332                   0
  0.117639                   0
  0.119945                   0
  0.122252                   0
  0.124559                   0
  0.126865                   0
  0.129172                   0
  0.131479                   0
  0.133785                   0
  0.136092                   0
  0.138399                   0
  0.140705                   0
  0.143012                   0
  0.145319                   0
  0.147625                   0
  0.149932                   0
  0.152238                   0
  0.154545                   0
  0.156852                   0
  0.159158                   0
  0.161465                   0
  0.163772                   0
  0.166078                   0
  0.168385                   0
  0.170692                   0
  0.172998                   0
  0.175305                   0
  0.177612                   0
  0.179918                   0
  0.182225                   0
  0.184531                   0
  0.186838                   0
  0.189145                   0
  0.191451                   0
  0.193758                   0
  0.196065                   0
  0.198371                   0
  0.200678                   0
  0.202985                   0
  0.205291                   0
  0.207598                   0
  0.209905                   0
  0.212211                   0
  0.214518                   0
  0.216824                   0
  0.219131                   0
  0.221438                   0
  0.223744                   0
  0.226051                   0
  0.228358                   0
  0.230664                   0
  0.232971                   0
  0.235278                   0
  0.237584                   0
  0.239891                   0
  0.242198                   0
  0.244504                   0
  0.246811                   0
  0.249117                   0
  0.251424                   0
  0.253731                   0
  0.256037                   0
  0.258344                   0
  0.260651                   0
  0.262957                   0
  0.265264                   0
  0.267571                   0
  0.269877                   0
  0.272184                   0
  0.274491                   0
  0.276797                   0
  0.279104                   0
   0.28141                   0
  0.283717                   0
  0.286024                   0
   0.28833                   0
  0.290637                   0
  0.292944                   0
   0.29525                   0
  0.297557                   0
  0.299864                   0
   0.30217                   0
  0.304477                   0
  0.306784                   0
   0.30909                   0
  0.311397                   0
  0.313703                   0
   0.31601                   0
  0.318317                   0
  0.320623                   0
   0.32293                   0
  0.325237                   0
  0.327543                   0
   0.32985                   0
  0.332157                   0
  0.334463                   0
   0.33677                   0
  0.339077                   0
  0.341383                   0
   0.34369                   0
  0.345996                   0
  0.348303                   0
   0.35061                   0
  0.352916                   0
  0.355223                   0
   0.35753                   0
  0.359836                   0
  0.362143                   0
   0.36445                   0
  0.366756                   0
  0.369063                   0
   0.37137                   0
  0.373676                   0
  0.375983                   0
  0.378289                   0
  0.380596                   0
  0.382903                   0
  0.385209                   0
  0.387516                   0
  0.389823                   0
  0.392129                   0
  0.394436                   0
  0.396743                   0
  0.399049                   0
  0.401356                   0
  0.403663                   0
  0.405969                   0
  0.408276                   0
  0.410582                   0
  0.412889                   0
  0.415196                   0
  0.417502                   0
  0.419809                   0
  0.422116                   0
  0.424422                   0
  0.426729                   0
  0.429036                   0
  0.431342                   0
  0.433649                   0
  0.435956                   0
  0.438262                   0
  0.440569                   0
  0.442875                   0
  0.445182                   0
  0.447489                   0
  0.449795                   0
  0.452102                   0
