#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1       1.982       1.982           0
           2     1.98198     1.98199 6.44471e-06
           3     1.98193     1.98197 1.78756e-05
           4     1.98184     1.98194 3.18607e-05
           5     1.98171     1.98189 4.80116e-05
           6     1.98155     1.98183 6.60769e-05
           7     1.98135     1.98176 8.58812e-05
           8     1.98111     1.98168 0.000107294
           9     1.98084     1.98159 0.000130216
          10     1.98053     1.98148 0.000154567
          11     1.98018     1.98136 0.000180285
          12     1.97979     1.98123 0.000207317
          13     1.97937     1.98109 0.000235622
          14     1.97891     1.98093 0.000265165
          15     1.97841     1.98077  0.00029592
          16     1.97788     1.98059 0.000327862
          17      1.9773     1.98039 0.000360974
          18     1.97669     1.98019 0.000395243
          19     1.97603     1.97997 0.000430657
          20     1.97534     1.97974 0.000467208
          21      1.9746     1.97949 0.000504892
          22     1.97382     1.97923 0.000543707
          23       1.973     1.97896 0.000583652
          24     1.97214     1.97868 0.000624728
          25     1.97123     1.97838 0.000666941
          26     1.97028     1.97807 0.000710293
          27     1.96929     1.97774 0.000754788
          28     1.96825     1.97741 0.000800428
          29     1.96716     1.97705 0.000847226
          30     1.96602     1.97668 0.000895196
          31     1.96484      1.9763  0.00094435
          32     1.96361     1.97591 0.000994704
          33     1.96232     1.97549  0.00104627
          34     1.96099     1.97507  0.00109905
          35      1.9596     1.97463  0.00115306
          36     1.95816     1.97417  0.00120832
          37     1.95667      1.9737  0.00126484
          38     1.95512     1.97321  0.00132265
          39     1.95351      1.9727  0.00138177
          40     1.95185     1.97218   0.0014422
          41     1.95013     1.97164  0.00150398
          42     1.94835     1.97109  0.00156712
          43      1.9465     1.97052  0.00163164
          44      1.9446     1.96993  0.00169757
          45     1.94263     1.96932  0.00176492
          46     1.94059      1.9687  0.00183372
          47     1.93849     1.96805    0.001904
          48     1.93632     1.96739  0.00197576
          49     1.93408     1.96671  0.00204905
          50     1.93177     1.96601  0.00212389
          51     1.92939      1.9653  0.00220031
          52     1.92693     1.96456  0.00227834
          53      1.9244      1.9638    0.002358
          54     1.92178     1.96302  0.00243933
          55     1.91909     1.96222  0.00252237
          56     1.91632      1.9614  0.00260714
          57     1.91346     1.96056  0.00269367
          58     1.91052      1.9597  0.00278199
          59     1.90749     1.95881  0.00287213
          60     1.90437     1.95791  0.00296413
          61     1.90117     1.95698    0.003058
          62     1.89787     1.95602  0.00315378
          63     1.89448     1.95505   0.0032515
          64     1.89099     1.95405   0.0033512
          65      1.8874     1.95302  0.00345291
          66     1.88372     1.95197  0.00355666
          67     1.87993     1.95089  0.00366249
          68     1.87604     1.94979  0.00377042
          69     1.87205     1.94867  0.00388049
          70     1.86794     1.94751  0.00399273
          71     1.86373     1.94633  0.00410718
          72     1.85941     1.94513  0.00422385
          73     1.85497     1.94389  0.00434279
          74     1.85042     1.94263  0.00446403
          75     1.84575     1.94134  0.00458759
          76     1.84097     1.94002  0.00471349
          77     1.83606     1.93867  0.00484176
          78     1.83103     1.93729  0.00497244
          79     1.82588     1.93588  0.00510553
          80     1.82061     1.93444  0.00524108
          81     1.81521     1.93296   0.0053791
          82     1.80968     1.93146  0.00551961
          83     1.80402     1.92992  0.00566264
          84     1.79823     1.92836   0.0058082
          85     1.79231     1.92676  0.00595632
          86     1.78626     1.92512  0.00610701
          87     1.78007     1.92346  0.00626028
          88     1.77374     1.92175  0.00641614
          89     1.76729     1.92002   0.0065746
          90     1.76069     1.91825  0.00673567
          91     1.75396     1.91644  0.00689935
          92     1.74709      1.9146  0.00706565
          93     1.74009     1.91273  0.00723457
          94     1.73294     1.91081   0.0074061
          95     1.72566     1.90886  0.00758023
          96     1.71825     1.90688  0.00775697
          97     1.71069     1.90486  0.00793629
          98     1.70301      1.9028  0.00811819
          99     1.69518      1.9007  0.00830264
         100     1.68722     1.89856  0.00848961
         101     1.67914     1.89639   0.0086791
         102     1.67092     1.89418  0.00887105
         103     1.66257     1.89193  0.00906545
         104     1.65409     1.88965  0.00926225
         105     1.64549     1.88732  0.00946141
         106     1.63677     1.88496  0.00966289
         107     1.62793     1.88255  0.00986663
         108     1.61898     1.88011   0.0100726
         109     1.60991     1.87764   0.0102807
         110     1.60074     1.87512   0.0104909
         111     1.59145     1.87256   0.0107031
         112     1.58207     1.86997   0.0109173
         113     1.57259     1.86734   0.0111333
         114     1.56302     1.86467   0.0113512
         115     1.55336     1.86196   0.0115708
         116     1.54362     1.85922    0.011792
         117     1.53381     1.85644   0.0120147
         118     1.52392     1.85362   0.0122389
         119     1.51396     1.85076   0.0124644
         120     1.50395     1.84787   0.0126912
         121     1.49389     1.84495   0.0129191
         122     1.48377     1.84199    0.013148
         123     1.47362     1.83899   0.0133779
         124     1.46343     1.83596   0.0136085
         125     1.45322      1.8329   0.0138398
         126     1.44299     1.82981   0.0140717
         127     1.43275     1.82668    0.014304
         128      1.4225     1.82352   0.0145366
         129     1.41225     1.82033   0.0147694
         130     1.40202     1.81712   0.0150022
         131      1.3918     1.81387   0.0152349
         132     1.38161      1.8106   0.0154675
         133     1.37145     1.80729   0.0156996
         134     1.36133     1.80397   0.0159313
         135     1.35126     1.80061   0.0161624
         136     1.34124     1.79723   0.0163927
         137     1.33129     1.79383   0.0166221
         138      1.3214     1.79041   0.0168505
         139     1.31159     1.78697   0.0170777
         140     1.30187      1.7835   0.0173037
         141     1.29223     1.78002   0.0175282
         142     1.28268     1.77651   0.0177513
         143     1.27325     1.77299   0.0179726
         144     1.26392     1.76946   0.0181922
         145      1.2547     1.76591   0.0184098
         146     1.24561     1.76235   0.0186255
         147     1.23664     1.75877    0.018839
         148     1.22781     1.75518   0.0190502
         149     1.21911     1.75158   0.0192591
         150     1.21055     1.74798   0.0194655
         151     1.20215     1.74436   0.0196694
         152     1.19389     1.74074   0.0198706
         153     1.18579     1.73711    0.020069
         154     1.17785     1.73348   0.0202646
         155     1.17008     1.72985   0.0204573
         156     1.16247     1.72621   0.0206469
         157     1.15503     1.72257   0.0208335
         158     1.14776     1.71893   0.0210169
         159     1.14067      1.7153    0.021197
         160     1.13376     1.71166   0.0213739
         161     1.12703     1.70803   0.0215474
         162     1.12048      1.7044   0.0217175
         163     1.11412     1.70078   0.0218841
         164     1.10794     1.69717   0.0220472
         165     1.10194     1.69356   0.0222067
         166     1.09614     1.68996   0.0223627
         167     1.09052     1.68637    0.022515
         168     1.08509     1.68279   0.0226637
         169     1.07985     1.67923   0.0228086
         170     1.07479     1.67567   0.0229499
         171     1.06993     1.67213   0.0230875
         172     1.06525      1.6686   0.0232213
         173     1.06076     1.66509   0.0233514
         174     1.05645     1.66159   0.0234777
         175     1.05233     1.65811   0.0236002
         176     1.04839     1.65464   0.0237191
         177     1.04463      1.6512   0.0238341
         178     1.04105     1.64777   0.0239454
         179     1.03765     1.64436    0.024053
         180     1.03442     1.64097   0.0241569
         181     1.03136      1.6376   0.0242571
         182     1.02848     1.63426   0.0243536
         183     1.02576     1.63093   0.0244465
         184     1.02321     1.62763   0.0245357
         185     1.02082     1.62435   0.0246214
         186     1.01859     1.62109   0.0247034
         187     1.01651     1.61786    0.024782
         188     1.01459     1.61465    0.024857
         189     1.01282     1.61146   0.0249287
         190     1.01119     1.60831   0.0249968
         191     1.00971     1.60517   0.0250617
         192     1.00837     1.60206   0.0251232
         193     1.00716     1.59898   0.0251814
         194     1.00608     1.59592   0.0252363
         195     1.00514     1.59289   0.0252881
         196     1.00431     1.58989   0.0253368
         197     1.00361     1.58692   0.0253824
         198     1.00303     1.58397   0.0254249
         199     1.00256     1.58105   0.0254644
         200      1.0022     1.57815   0.0255011
         201     1.00194     1.57528   0.0255348
         202     1.00179     1.57245   0.0255657
         203     1.00174     1.56963   0.0255939
         204     1.00178     1.56685   0.0256194
         205     1.00191     1.56409   0.0256422
         206     1.00213     1.56137   0.0256624
         207     1.00243     1.55867   0.0256801
         208     1.00281     1.55599   0.0256953
         209     1.00327     1.55335   0.0257081
         210      1.0038     1.55073   0.0257185
         211     1.00439     1.54814   0.0257267
         212     1.00506     1.54558   0.0257325
         213     1.00578     1.54305   0.0257362
         214     1.00656     1.54054   0.0257378
         215      1.0074     1.53806   0.0257372
         216     1.00828     1.53561   0.0257347
         217     1.00922     1.53318   0.0257302
         218     1.01019     1.53078   0.0257237
         219     1.01121     1.52841   0.0257155
         220     1.01226     1.52606   0.0257054
         221     1.01334     1.52374   0.0256935
         222     1.01446     1.52145     0.02568
         223      1.0156     1.51918   0.0256648
         224     1.01676     1.51694   0.0256481
         225     1.01794     1.51472   0.0256298
         226     1.01915     1.51253     0.02561
         227     1.02036     1.51036   0.0255888
         228     1.02159     1.50822   0.0255662
         229     1.02282      1.5061   0.0255423
         230     1.02407       1.504   0.0255171
         231     1.02531     1.50193   0.0254906
         232     1.02656     1.49988    0.025463
         233     1.02781     1.49785   0.0254342
         234     1.02905     1.49585   0.0254043
         235     1.03029     1.49387   0.0253733
         236     1.03152     1.49191   0.0253413
         237     1.03274     1.48997   0.0253083
         238     1.03396     1.48806   0.0252744
         239     1.03516     1.48616   0.0252396
         240     1.03635     1.48429   0.0252039
         241     1.03753     1.48243   0.0251674
         242     1.03869      1.4806   0.0251301
         243     1.03984     1.47879   0.0250921
         244     1.04098     1.47699   0.0250533
         245     1.04209     1.47522   0.0250139
         246      1.0432     1.47346   0.0249738
         247     1.04428     1.47172    0.024933
         248     1.04535        1.47   0.0248917
         249     1.04641      1.4683   0.0248498
         250     1.04745     1.46662   0.0248073
         251     1.04847     1.46495   0.0247644
         252     1.04948      1.4633   0.0247209
         253     1.05048     1.46167    0.024677
         254     1.05147     1.46006   0.0246326
         255     1.05245     1.45846   0.0245879
         256     1.05342     1.45688   0.0245427
         257     1.05438     1.45531   0.0244971
         258     1.05534     1.45376   0.0244511
         259     1.05629     1.45223   0.0244048
         260     1.05724     1.45071   0.0243582
         261     1.05819      1.4492   0.0243113
         262     1.05914     1.44771    0.024264
         263      1.0601     1.44624   0.0242165
         264     1.06106     1.44478   0.0241687
         265     1.06203     1.44334   0.0241206
         266       1.063     1.44191   0.0240723
         267     1.06399     1.44049   0.0240237
         268     1.06499     1.43909   0.0239749
         269     1.06601      1.4377   0.0239258
         270     1.06704     1.43633   0.0238765
         271     1.06809     1.43497   0.0238271
         272     1.06915     1.43363   0.0237774
         273     1.07024      1.4323   0.0237275
         274     1.07134     1.43098   0.0236775
         275     1.07247     1.42968   0.0236272
         276     1.07362     1.42839   0.0235768
         277     1.07479     1.42711   0.0235262
         278     1.07598     1.42585   0.0234755
         279      1.0772      1.4246   0.0234246
         280     1.07844     1.42336   0.0233735
         281     1.07971     1.42214   0.0233223
         282       1.081     1.42093    0.023271
         283     1.08231     1.41973   0.0232195
         284     1.08364     1.41855   0.0231679
         285     1.08499     1.41738   0.0231161
         286     1.08636     1.41622   0.0230643
         287     1.08775     1.41507   0.0230123
         288     1.08915     1.41394   0.0229602
         289     1.09058     1.41282    0.022908
         290     1.09201     1.41172   0.0228557
         291     1.09346     1.41062   0.0228033
         292     1.09493     1.40954   0.0227508
         293     1.09639     1.40847   0.0226983
         294     1.09787     1.40742   0.0226456
         295     1.09935     1.40637   0.0225929
         296     1.10083     1.40534   0.0225402
         297     1.10232     1.40432   0.0224873
         298      1.1038     1.40331   0.0224345
         299     1.10528     1.40232   0.0223816
         300     1.10675     1.40133   0.0223287
         301     1.10821     1.40036   0.0222757
         302     1.10967     1.39939   0.0222227
         303     1.11111     1.39844   0.0221697
         304     1.11253      1.3975   0.0221168
         305     1.11394     1.39657   0.0220638
         306     1.11534     1.39565   0.0220108
         307     1.11671     1.39474   0.0219579
         308     1.11806     1.39385   0.0219049
         309     1.11939     1.39296    0.021852
         310     1.12069     1.39208   0.0217992
         311     1.12197     1.39121   0.0217464
         312     1.12321     1.39035   0.0216937
         313     1.12443      1.3895    0.021641
         314     1.12562     1.38866   0.0215884
         315     1.12677     1.38783   0.0215358
         316      1.1279     1.38701   0.0214834
         317     1.12899     1.38619    0.021431
         318     1.13004     1.38539   0.0213788
         319     1.13106     1.38459   0.0213266
         320     1.13204      1.3838   0.0212746
         321     1.13299     1.38302   0.0212226
         322      1.1339     1.38225   0.0211708
         323     1.13477     1.38148   0.0211191
         324      1.1356     1.38072   0.0210676
         325      1.1364     1.37997   0.0210162
         326     1.13715     1.37923   0.0209649
         327     1.13786     1.37849   0.0209138
         328     1.13854     1.37776   0.0208628
         329     1.13918     1.37703    0.020812
         330     1.13977     1.37631   0.0207613
         331     1.14033      1.3756   0.0207109
         332     1.14084     1.37489   0.0206605
         333     1.14132     1.37419   0.0206104
         334     1.14175     1.37349   0.0205604
         335     1.14215      1.3728   0.0205107
         336      1.1425     1.37212   0.0204611
         337     1.14282     1.37144   0.0204117
         338     1.14309     1.37076   0.0203624
         339     1.14333     1.37009   0.0203134
         340     1.14352     1.36943   0.0202646
         341     1.14368     1.36876    0.020216
         342      1.1438     1.36811   0.0201676
         343     1.14387     1.36745   0.0201194
         344     1.14391      1.3668   0.0200714
         345      1.1439     1.36616   0.0200236
         346     1.14386     1.36551    0.019976
         347     1.14377     1.36487   0.0199287
         348     1.14365     1.36424   0.0198816
         349     1.14348     1.36361   0.0198346
         350     1.14327     1.36298    0.019788
         351     1.14303     1.36235   0.0197415
         352     1.14274     1.36173   0.0196953
         353     1.14242      1.3611   0.0196493
         354     1.14205     1.36049   0.0196035
         355     1.14164     1.35987    0.019558
         356     1.14119     1.35926   0.0195127
         357     1.14069     1.35864   0.0194676
         358     1.14016     1.35803   0.0194228
         359     1.13958     1.35742   0.0193782
         360     1.13896     1.35682   0.0193339
         361      1.1383     1.35621   0.0192898
         362     1.13759     1.35561    0.019246
         363     1.13684     1.35501   0.0192024
         364     1.13605      1.3544   0.0191591
         365     1.13521      1.3538    0.019116
         366     1.13433      1.3532   0.0190732
         367      1.1334      1.3526   0.0190306
         368     1.13243     1.35201   0.0189883
         369     1.13142     1.35141   0.0189462
         370     1.13037     1.35081   0.0189045
         371     1.12927     1.35021   0.0188629
         372     1.12813     1.34962   0.0188217
         373     1.12694     1.34902   0.0187807
         374     1.12571     1.34842   0.0187399
         375     1.12444     1.34783   0.0186995
         376     1.12313     1.34723   0.0186593
         377     1.12177     1.34663   0.0186194
         378     1.12038     1.34603   0.0185797
         379     1.11894     1.34543   0.0185404
         380     1.11747     1.34483   0.0185013
         381     1.11596     1.34423   0.0184625
         382     1.11441     1.34363    0.018424
         383     1.11282     1.34303   0.0183857
         384      1.1112     1.34242   0.0183477
         385     1.10954     1.34182     0.01831
         386     1.10786     1.34121   0.0182726
         387     1.10614     1.34061   0.0182355
         388     1.10439        1.34   0.0181987
         389     1.10262     1.33939   0.0181621
         390     1.10082     1.33877   0.0181259
         391       1.099     1.33816   0.0180899
         392     1.09716     1.33755   0.0180542
         393     1.09529     1.33693   0.0180187
         394     1.09342     1.33631   0.0179836
         395     1.09153     1.33569   0.0179488
         396     1.08962     1.33507   0.0179142
         397     1.08771     1.33445   0.0178799
         398     1.08579     1.33382   0.0178459
         399     1.08387      1.3332   0.0178121
         400     1.08195     1.33257   0.0177787
         401     1.08003     1.33194   0.0177455
         402     1.07811     1.33131   0.0177126
         403      1.0762     1.33067   0.0176799
         404      1.0743     1.33004   0.0176476
         405     1.07241      1.3294   0.0176154
         406     1.07055     1.32877   0.0175836
         407      1.0687     1.32813    0.017552
         408     1.06687     1.32749   0.0175207
         409     1.06507     1.32685   0.0174896
         410     1.06329      1.3262   0.0174587
         411     1.06155     1.32556   0.0174281
         412     1.05984     1.32491   0.0173977
         413     1.05816     1.32427   0.0173676
         414     1.05652     1.32362   0.0173377
         415     1.05493     1.32297    0.017308
         416     1.05338     1.32233   0.0172785
         417     1.05187     1.32168   0.0172492
         418     1.05042     1.32103   0.0172202
         419     1.04901     1.32038   0.0171913
         420     1.04766     1.31973   0.0171626
         421     1.04636     1.31908   0.0171342
         422     1.04512     1.31843   0.0171058
         423     1.04393     1.31778   0.0170777
         424     1.04281     1.31713   0.0170497
         425     1.04175     1.31649   0.0170219
         426     1.04075     1.31584   0.0169943
         427     1.03982     1.31519   0.0169668
         428     1.03895     1.31455   0.0169394
         429     1.03815      1.3139   0.0169122
         430     1.03741     1.31326   0.0168851
         431     1.03674     1.31262   0.0168581
         432     1.03614     1.31198   0.0168312
         433     1.03561     1.31134   0.0168044
         434     1.03515      1.3107   0.0167777
         435     1.03475     1.31007   0.0167512
         436     1.03443     1.30944   0.0167247
         437     1.03417     1.30881   0.0166982
         438     1.03398     1.30818   0.0166719
         439     1.03386     1.30755   0.0166456
         440     1.03381     1.30693   0.0166194
         441     1.03382     1.30631   0.0165933
         442     1.03391      1.3057   0.0165672
         443     1.03405     1.30508   0.0165411
         444     1.03427     1.30447   0.0165151
         445     1.03454     1.30387   0.0164891
         446     1.03488     1.30326   0.0164632
         447     1.03529     1.30266   0.0164373
         448     1.03575     1.30207   0.0164114
         449     1.03627     1.30148   0.0163855
         450     1.03685     1.30089   0.0163596
         451     1.03749      1.3003   0.0163338
         452     1.03819     1.29972   0.0163079
         453     1.03894     1.29915   0.0162821
         454     1.03974     1.29858   0.0162562
         455      1.0406     1.29801   0.0162304
         456     1.04151     1.29745   0.0162046
         457     1.04247     1.29689   0.0161787
         458     1.04347     1.29634   0.0161528
         459     1.04453     1.29579    0.016127
         460     1.04563     1.29524   0.0161011
         461     1.04677      1.2947   0.0160752
         462     1.04795     1.29417   0.0160492
         463     1.04918     1.29364   0.0160233
         464     1.05045     1.29312   0.0159973
         465     1.05175      1.2926   0.0159713
         466      1.0531     1.29208   0.0159453
         467     1.05447     1.29158   0.0159193
         468     1.05589     1.29107   0.0158933
         469     1.05733     1.29057   0.0158672
         470     1.05881     1.29008   0.0158411
         471     1.06031     1.28959    0.015815
         472     1.06185     1.28911   0.0157888
         473     1.06341     1.28863   0.0157626
         474     1.06499     1.28816   0.0157364
         475     1.06661     1.28769   0.0157102
         476     1.06824     1.28723    0.015684
         477      1.0699     1.28678   0.0156577
         478     1.07157     1.28633   0.0156314
         479     1.07327     1.28588   0.0156051
         480     1.07498     1.28544   0.0155788
         481     1.07671     1.28501   0.0155525
         482     1.07846     1.28458   0.0155261
         483     1.08022     1.28416   0.0154997
         484     1.08199     1.28374   0.0154733
         485     1.08377     1.28333   0.0154469
         486     1.08556     1.28292   0.0154205
         487     1.08736     1.28252    0.015394
         488     1.08916     1.28212   0.0153676
         489     1.09097     1.28173   0.0153411
         490     1.09278     1.28135   0.0153147
         491      1.0946     1.28097   0.0152882
         492     1.09641     1.28059   0.0152617
         493     1.09823     1.28022   0.0152353
         494     1.10004     1.27986   0.0152088
         495     1.10184      1.2795   0.0151823
         496     1.10364     1.27914   0.0151558
         497     1.10543     1.27879   0.0151294
         498     1.10721     1.27845   0.0151029
         499     1.10897     1.27811   0.0150765
         500     1.11073     1.27777     0.01505
         501     1.11246     1.27744   0.0150236
         502     1.11418     1.27712   0.0149972
         503     1.11588      1.2768   0.0149708
         504     1.11755     1.27648   0.0149444
         505      1.1192     1.27617   0.0149181
         506     1.12083     1.27586   0.0148918
         507     1.12242     1.27556   0.0148655
         508     1.12399     1.27526   0.0148392
         509     1.12552     1.27497    0.014813
         510     1.12702     1.27468   0.0147868
         511     1.12848     1.27439   0.0147606
         512      1.1299     1.27411   0.0147345
         513     1.13129     1.27383   0.0147084
         514     1.13262     1.27356   0.0146823
         515     1.13392     1.27329   0.0146563
         516     1.13517     1.27302   0.0146304
         517     1.13636     1.27275   0.0146044
         518     1.13751     1.27249   0.0145786
         519     1.13861     1.27224   0.0145528
         520     1.13965     1.27198    0.014527
         521     1.14064     1.27173   0.0145013
         522     1.14157     1.27148   0.0144757
         523     1.14244     1.27123   0.0144501
         524     1.14326     1.27099   0.0144246
         525     1.14401     1.27075   0.0143992
         526      1.1447     1.27051   0.0143738
         527     1.14532     1.27027   0.0143485
         528     1.14589     1.27003   0.0143232
         529     1.14638      1.2698   0.0142981
         530     1.14682     1.26957    0.014273
         531     1.14718     1.26934   0.0142479
         532     1.14748     1.26911    0.014223
         533     1.14771     1.26888   0.0141981
         534     1.14787     1.26865   0.0141734
         535     1.14797     1.26843   0.0141487
         536     1.14799      1.2682    0.014124
         537     1.14794     1.26798   0.0140995
         538     1.14783     1.26776   0.0140751
         539     1.14765     1.26753   0.0140507
         540     1.14739     1.26731   0.0140265
         541     1.14707     1.26709   0.0140023
         542     1.14668     1.26687   0.0139782
         543     1.14622     1.26664   0.0139543
         544     1.14569     1.26642   0.0139304
         545      1.1451      1.2662   0.0139066
         546     1.14444     1.26598   0.0138829
         547     1.14371     1.26575   0.0138593
         548     1.14291     1.26553   0.0138359
         549     1.14205      1.2653   0.0138125
         550     1.14113     1.26508   0.0137892
         551     1.14014     1.26485   0.0137661
         552     1.13909     1.26462    0.013743
         553     1.13798     1.26439   0.0137201
         554     1.13681     1.26416   0.0136972
         555     1.13558     1.26393   0.0136745
         556     1.13429      1.2637   0.0136519
         557     1.13295     1.26346   0.0136294
         558     1.13155     1.26323    0.013607
         559      1.1301     1.26299   0.0135848
         560      1.1286     1.26275   0.0135626
         561     1.12706     1.26251   0.0135406
         562     1.12546     1.26226   0.0135187
         563     1.12382     1.26202   0.0134969
         564     1.12214     1.26177   0.0134753
         565     1.12042     1.26152   0.0134538
         566     1.11866     1.26127   0.0134324
         567     1.11686     1.26101   0.0134111
         568     1.11504     1.26076   0.0133899
         569     1.11318      1.2605   0.0133689
         570      1.1113     1.26023    0.013348
         571     1.10939     1.25997   0.0133273
         572     1.10747      1.2597   0.0133066
         573     1.10553     1.25943   0.0132861
         574     1.10357     1.25916   0.0132657
         575     1.10161     1.25889   0.0132455
         576     1.09964     1.25861   0.0132254
         577     1.09767     1.25833   0.0132054
         578      1.0957     1.25805   0.0131856
         579     1.09373     1.25777   0.0131658
         580     1.09178     1.25748   0.0131463
         581     1.08984     1.25719   0.0131268
         582     1.08792      1.2569   0.0131075
         583     1.08602     1.25661   0.0130883
         584     1.08415     1.25631   0.0130692
         585     1.08231     1.25602   0.0130502
         586      1.0805     1.25572   0.0130314
         587     1.07874     1.25542   0.0130127
         588     1.07702     1.25511   0.0129941
         589     1.07535     1.25481   0.0129756
         590     1.07373      1.2545   0.0129572
         591     1.07217     1.25419    0.012939
         592     1.07068     1.25388   0.0129208
         593     1.06925     1.25357   0.0129028
         594     1.06789     1.25326   0.0128849
         595     1.06661     1.25294    0.012867
         596     1.06541     1.25263   0.0128493
         597      1.0643     1.25231   0.0128316
         598     1.06327       1.252   0.0128141
         599     1.06233     1.25168   0.0127966
         600     1.06149     1.25136   0.0127792
         601     1.06075     1.25105   0.0127619
         602     1.06012     1.25073   0.0127446
         603     1.05959     1.25041   0.0127274
         604     1.05916      1.2501   0.0127103
         605     1.05885     1.24978   0.0126932
         606     1.05865     1.24947   0.0126762
         607     1.05856     1.24915   0.0126592
         608     1.05859     1.24884   0.0126422
         609     1.05874     1.24853   0.0126253
         610       1.059     1.24821   0.0126085
         611     1.05938     1.24791   0.0125916
         612     1.05988      1.2476   0.0125748
         613     1.06049     1.24729    0.012558
         614     1.06122     1.24699   0.0125412
         615     1.06206     1.24669   0.0125244
         616     1.06301     1.24639   0.0125076
         617     1.06406      1.2461   0.0124908
         618     1.06523      1.2458   0.0124741
         619     1.06649     1.24551   0.0124573
         620     1.06786     1.24523   0.0124405
         621     1.06931     1.24494   0.0124237
         622     1.07086     1.24466   0.0124068
         623     1.07249     1.24439     0.01239
         624     1.07421     1.24411   0.0123731
         625       1.076     1.24385   0.0123563
         626     1.07786     1.24358   0.0123394
         627     1.07978     1.24332   0.0123225
         628     1.08177     1.24306   0.0123055
         629     1.08381     1.24281   0.0122886
         630      1.0859     1.24256   0.0122716
         631     1.08804     1.24231   0.0122546
         632     1.09021     1.24207   0.0122376
         633     1.09243     1.24184   0.0122205
         634     1.09467     1.24161   0.0122034
         635     1.09693     1.24138   0.0121863
         636     1.09922     1.24115   0.0121692
         637     1.10153     1.24093   0.0121521
         638     1.10385     1.24072    0.012135
         639     1.10617     1.24051   0.0121178
         640      1.1085      1.2403   0.0121006
         641     1.11084      1.2401   0.0120834
         642     1.11317      1.2399   0.0120662
         643      1.1155     1.23971    0.012049
         644     1.11782     1.23952   0.0120318
         645     1.12013     1.23934   0.0120145
         646     1.12242     1.23915   0.0119973
         647      1.1247     1.23898   0.0119801
         648     1.12697      1.2388   0.0119628
         649     1.12921     1.23864   0.0119456
         650     1.13144     1.23847   0.0119283
         651     1.13364     1.23831   0.0119111
         652     1.13581     1.23815   0.0118939
         653     1.13796       1.238   0.0118767
         654     1.14008     1.23785   0.0118594
         655     1.14216      1.2377   0.0118422
         656     1.14422     1.23756    0.011825
         657     1.14624     1.23742   0.0118079
         658     1.14823     1.23729   0.0117907
         659     1.15019     1.23715   0.0117735
         660      1.1521     1.23703   0.0117564
         661     1.15397      1.2369   0.0117393
         662     1.15581     1.23678   0.0117222
         663      1.1576     1.23666   0.0117051
         664     1.15934     1.23654   0.0116881
         665     1.16104     1.23643   0.0116711
         666     1.16268     1.23632   0.0116541
         667     1.16428     1.23621   0.0116371
         668     1.16583      1.2361   0.0116201
         669     1.16732       1.236   0.0116032
         670     1.16875      1.2359   0.0115863
         671     1.17012      1.2358   0.0115695
         672     1.17144     1.23571   0.0115527
         673     1.17269     1.23561   0.0115359
         674     1.17388     1.23552   0.0115191
         675       1.175     1.23543   0.0115024
